cellID,City,County,Province,pig,dairy_yield,beef_cattle_yield,othercattle,poultry,sheep_goat_yield,horse,mule_donkey,rabbit,egg,milk_yield,management_fishery
617,黄山,祁门县,Anhui,3.312417908,0,0.007758386,0,29.39804275,0.135262757,0,0,0.001185756,0.061482458,0,0.0684
618,临汾市,安泽县,Shanxi,0.73738558,0.083540928,0.164497542,0,44.90557015,4.63400527,0.000242116,0.004683218,0,0.271014176,0,0.0002
619,黑河市,爱辉区,Heilongjiang,3.54681903,1.450540838,3.372514632,0,32.85739158,5.297175735,0.312084734,0.004427141,0.012511727,0.099986977,6.049354053,0.1997
620,商洛市,镇安县,Shaanxi,9.432345723,0,0.323482953,0,70.33268013,6.644436007,2.88E-05,0.001579933,0.54725153,0.537858853,0,0.053365223
621,海南州,兴海县,Qinghai,0.557312259,0.580489879,4.673997433,0,19.49620641,82.52827774,0.275747368,0.003382353,0.15,0.001107226,0.76145231,0
622,和田地区,民丰县,Xinjiang,0.029261638,0.168400881,0.20405607,0.00E+00,31.1334597,46.74578943,0.059879978,0.257741239,0.009350685,0.059986282,0.066521274,0.0357
623,红河州,河口瑶族自治县,Yunnan,4.927539449,0.011149961,0.146156622,0,33.88123766,0.056060254,0.115623945,0.302062901,0.226092783,0.041941032,0,0.12
624,普洱市,西盟佤族自治县,Yunnan,2.776455369,0.019496192,0.344698093,0,33.76147684,0.386755312,0.031584822,0.082514076,0.061761431,0.016052014,0,0.12
625,海东市,循化撒拉族自治县,Qinghai,0.280371032,0.389030701,1.64346149,0,23.08768324,21.58381556,0.061342105,0.066666667,0.15,0.036185931,0.510307478,0
626,庆阳市,正宁县,Gansu,4.465702913,0.051759331,0.214572181,0,36.67680764,1.183108236,0.005945643,0.026130852,0.288841848,0.061683468,0.015716303,0.000951904
627,常德市,西湖,Hunan,1.800208306,0,0.074289278,0,38.40532679,0.093239535,0,0,0,0.046748378,0,0
628,岳阳市,屈原管理区,Hunan,32.61236191,0,0,0,40.10051441,0.756276229,0,0,0,0.211097614,0,0
629,威海,威海经技区,Shandong,5.417264257,0.072355601,0.0401,0,92.57106929,0.518,0,0,1.707257143,0.756881552,0.410384573,0
630,洛阳,吉利区,Henan,2.444194154,0.019326039,0.00631193,0,25.01700147,0.223342291,0.001584981,0.005610249,2.157417042,0.071901293,0.07766695,0.9996
631,保定,顺平县,Hebei,8.24,0.239128863,0.700020559,0,71.92000579,5.620045762,0.0407,0.264101575,6.730525415,0.329982456,0.56,0.002814278
632,阿坝藏族羌族自治州,汶川县,Sichuan,4.36906566,0,0.341276367,0,36.37400935,2.89205442,0.00503021,0.001239231,0.772528869,0.058574863,0,0.001399295
633,本溪市,平山区,Liaoning,2.516335148,0,0.008517828,0,44.25041732,1.574378479,0.003830391,0.014116838,0.058711693,0.439335599,0,0.00051255
634,杨凌示范区,杨凌示范区,Shaanxi,3.501384871,0.28262314,0.20736313,0,20.31545179,0.167728174,0,0,0,0.177009457,1.353685054,0
635,武威市,古浪县,Gansu,7.500054927,0.443250468,2.961985027,0,63.37389243,55.09845348,0.289534821,2.776349174,1.909191616,0.163005375,0.045088753,0
636,昭通市,水富县,Yunnan,4.660950445,0.001232845,0.022285267,0,32.9850582,0.695162263,0.074918961,0.19572277,0.146497652,0.022184707,0,0
637,陇南市,文县,Gansu,5.483657987,0.004957736,0.184957911,0,45.44866878,1.713611929,0.127212247,0.559092481,0.303082139,0.095809231,0.000196556,0.02209064
638,汕头市,南澳县,Guangdong,2.618198448,0.000800387,0.048637537,0,24.28932275,0.067199064,0,0,0,0.008797917,0.003304721,18.6768
639,荆州市,荆州开发区,Hubei,0.658603117,0,0,0,35.64831692,0,0,0,0,0.1231,0,0.056920525
640,鹰潭市,龙虎山,Jiangxi,4.576440818,0,0.024290707,0,37.502817,0.203162152,0,0,0,0.008265474,0,0
641,张家界市,武陵源区,Hunan,2.421106475,0,0.123815463,0,38.82459616,0.538717314,0.000494126,0,0.110290907,0.053519838,0,0.00987187
642,铜川市,耀州区,Shaanxi,1.295184519,0.358717266,0.837378652,0,36.1103677,2.078746302,0,0,3.306447948,0.247389466,0.890255698,0.093323225
643,威海,临港区,Shandong,2.482089126,0.061791447,0.0198,0,134.0353981,0.258,0,0,1.707257143,1.176516432,0.350467086,0
644,绍兴市,越城区,Zhejiang,2.926209047,0,0,0.00E+00,29.1988088,0.756391494,0,0,0.850223265,0.053816431,0,1.880339571
645,克孜勒苏柯尔克孜自治州,阿图什市,Xinjiang,0.15554871,1.06295602,1.709455384,0,25.06636589,54.35308915,0.261974905,0.209274673,0.202598181,0,0.704230832,0.01585
646,石家庄,循环化工石家庄园区,Hebei,0.58,0.107434706,0.200005874,0,85.41671855,0.200001629,0,0.091070251,0,0.459975545,0.12,0
647,张家口,怀安县,Hebei,14.11,0.360456189,0.61,0,44.02409756,5.960048531,0.010948491,1.308789577,0.062035084,0.149994944,1.56,0.0328
648,宁波市,海曙区,Zhejiang,1.235402826,0.012394975,0.040320847,0,28.60138763,0.114412313,0,0,0,0.03513967,0.000299828,0.184688653
649,邢台,邢台桥西区,Hebei,1.29,0.020793814,0.020000587,0,36.60699258,0.28000228,0,0.005023052,0.001999396,0.199989367,0.07,0
650,赤峰,红山区,Inner Mongolia,1.541902479,0.094206533,0.136034893,0,40.44869229,3.873320807,0.02142705,0.121382266,0,0.394775777,0.416034539,0.037
651,青岛,红岛经济区,Shandong,0.89901985,0.021049419,0.002545941,0,39.6950034,0.050229125,0,0,49.3024,0.273746956,0.077584465,0
652,佳木斯市,同江市,Heilongjiang,1.487226128,0,0.76708852,0,29.9924453,1.034336231,0.056966462,0.008088842,0.01114799,0.101519282,0,1.464913871
653,新乡,卫滨区,Henan,0.442700312,0.172370361,0.026858406,0,37.95472561,0.302995384,0,0,0,0.134344104,0.64966982,0.058
654,延边朝鲜族自治州,延吉市,Jilin,4.459483656,0.005527414,0.437208063,0,35.67644318,0.730983804,0.001259042,0,0.012497246,0.025002184,0.012855854,0.029499887
655,温州市,洞头区,Zhejiang,0.450558678,0,0.001854622,0,30.0909722,0.377029789,0,0,0,0.017825385,0,16.23537715
656,伊犁哈萨克自治州,特克斯县,Xinjiang,0.50973979,4.116352656,4.324458748,0,41.60213329,67.38410999,3.996988543,0.0078478,0.003116895,0.164101617,3.339724888,0.360463636
657,巴音郭楞蒙古   自治州,博湖县,Xinjiang,11.37619891,0.04489493,0.411979074,0,42.5039378,13.63060965,0.172154937,0.030402502,0.009350685,0.150564059,0.210887976,0.098955556
658,安康市,宁陕县,Shaanxi,2.757077047,0,0.171217424,0,38.41522597,1.972708726,3.45E-05,1.07E-05,0.142064896,0.053059865,0,0.415913325
659,阳泉市,盂县,Shanxi,5.492963368,0.000443607,0.147816901,0,59.98931719,5.6354623,0.000932649,0.043193373,0.3,0.614570759,0.000332291,0.01456
660,衡水,滨湖新区,Hebei,3.21,0.045053264,0.580017034,0,39.50247223,1.150009364,0.002006533,0,0,0.209988836,0,0
661,三门峡,义马市,Henan,5.189639207,0,0.019021554,0,27.95577819,0.468587366,0,0,0,0.050830473,0,0.002
662,济南,槐荫区,Shandong,0.394566488,0,0,0,24.27017731,0.189387975,0,0,4.42745,0.089027295,0.068292696,0.16
663,朔州市,朔城区,Shanxi,2.533364588,0.696723286,0.198925164,0,98.79050508,13.42541337,0.004572606,0.655549948,0,1.107397091,3.674600355,0.020227619
664,蚌埠市,蚌埠高新区,Anhui,1.697692666,0.005386405,0.030498483,0,22.84423241,0.025645055,0,0,0,0.009568148,0.012443014,0
665,平凉市,泾川县,Gansu,10.02108047,0.027970507,0.073868756,0,59.94433787,0.833746057,0.022427725,0.098568911,0.330309827,0.150897295,0.010412168,0.002076882
666,固原市,隆德县,Ningxia,3.278783073,0.01110583,2.639285921,0,30.09551032,2.270379571,0.00284109,0.172574703,0.901065852,0.149537579,0.010501968,0
667,毕节市,金海湖新区,Guizhou,8.382380742,0,0.469950959,0,39.51597241,0.410901834,0,0,0,0.376273965,0,0
668,巴音郭楞蒙古   自治州,轮台县,Xinjiang,1.023079472,0.117044126,1.010329633,0,43.84519643,47.28226849,0.022454992,0.091207505,0.01246758,0.112812983,0.030380287,0.098955556
669,宁波市,奉化区,Zhejiang,6.453162997,0.014543437,0.025896012,0,82.12502074,0.613666045,0,0,0,0.371162759,0.055468193,14.68588415
670,宁波市,鄞州区,Zhejiang,0.891427922,0,0.041076433,0,28.90007224,0.093610075,0,0,0,0.072275911,0,1.45142382
671,和田地区,皮山县,Xinjiang,0.01232069,0.152683465,0.553021523,0,43.44110122,47.71190012,0.097304965,0.879965038,0.071688587,0.126136291,0.060312622,0.0357
672,湖北直辖,神农架林区,Hubei,3.534445477,0,0.060600112,0,34.72364381,2.341954581,0,0,0,0.07384499,0,0
673,新余市,仙女湖区,Jiangxi,8.372156491,0,0.080274319,0,29.70829697,0.007124187,0,0,0,0.021445554,0,0
674,渭南市,华阴市,Shaanxi,2.295267662,0.270424194,0.156200888,0,54.76954212,1.555071426,0,0,0,0.379341678,0.79368408,0.086818563
675,荆门市,屈家岭管理区,Hubei,12.44778086,0,0.02197479,0,40.22012041,0.317693894,0,0,0,0.103187258,0,0.256029872
676,海南州,共和县,Qinghai,1.527254142,0.679974562,2.378885565,0,27.81284363,138.4956093,0.275747368,0.003382353,0.15,0.048972615,0.891950438,0
677,巴彦淖尔市,乌拉特前旗,Inner Mongolia,3.896644474,0.221800971,0.720406769,0,29.70502174,175.7059454,0.112839655,0.24229627,0,0.122921344,1.297944054,0
678,毕节市,百里杜鹃,Guizhou,3.734633686,0,0.604222662,0,30.80286931,0.611981455,0,0,0,0.042662473,0,0
679,哈尔滨市,南岗区,Heilongjiang,1.782199292,0.081169447,0.011441124,0,51.69660247,0.253288667,0.001600787,0.000440209,0,0.213581381,0.265143493,0
680,和田地区,策勒县,Xinjiang,0.070843967,0.169523553,0.460752691,0,43.1036473,55.72014293,0.187124932,0.236913664,0,0.116450433,0.066964749,0.0357
681,漯河,漯河开发区,Henan,1.455076743,0.012596811,0,0,46.00269409,0.03425975,0,0,0,0.045771376,0.080692935,0
682,忻州市,忻府区,Shanxi,5.488387429,0.559610305,0.176471405,0,62.48988371,9.329149918,0.01212444,0.080321293,0,0.650309867,2.174856911,0.0425
683,双鸭山市,饶河县,Heilongjiang,1.315824161,0.003823594,0.189307074,0,61.80257077,1.540955027,0.009044621,0,0.17626021,0.341490144,0.025528775,0.242536012
684,衡阳市,雁峰区,Hunan,6.678997485,0,0.008254364,0,34.84751815,0.041439793,0,0,0,0.052809581,0,0.21293722
685,榆林市,府谷县,Shaanxi,2.293006317,0.008701346,0.131777343,0,47.53197642,12.37009923,0.000258844,0.047312598,0.344077533,0.417325825,0.033137172,0.102316088
686,常德市,西洞庭,Hunan,3.330385366,0,0.148578556,0,35.22554019,0.31079845,0,0,0,0.072333003,0,0
687,湘潭市,岳塘区,Hunan,3.888561654,0.013879735,0.016508728,0,65.93886204,0.642316797,0,0,0.621639659,0.09865339,0.01748509,0.238977455
688,湘潭市,韶山市,Hunan,15.90529732,0.015393887,0.041271821,0,53.47476717,0.745916281,0,0,0,0.148913635,0.018884874,0.353139282
689,双鸭山市,集贤县,Heilongjiang,8.796079033,0.054622777,0.810276927,0,36.06145501,3.398652167,0.002192635,0.001477997,0.005240914,0.094014613,0.191639081,0.260647114
690,惠州市,大亚湾区,Guangdong,2.075095324,0.013620064,0.007300189,0,26.72459782,0.019131884,0,0,0,0.000465944,0,1.9546
691,大同市,灵丘县,Shanxi,4.570881084,1.933980848,0.710173218,0,52.86508675,35.39160835,0.051516101,0.996469963,0,0.575905124,0.377883465,0.011
692,商洛市,柞水县,Shaanxi,6.091809732,0,0.285461945,0,69.05981625,2.377100476,0,0,0,0.489462385,0,0.032160858
693,绍兴市,新昌县,Zhejiang,2.766333387,0,0.044510918,0,38.67929568,0.268625017,0,0,14.96185574,0.075996006,0,0.353447288
694,通辽,霍林郭勒市,Inner Mongolia,0.867495075,0.014062621,0.079219443,0,29.23314392,15.58499629,0.008725888,0.013517683,0,0.0510603,0.03904317,0
695,晋中市,寿阳县,Shanxi,3.365329492,0.048534356,0.08072435,0,93.3537743,6.904853668,0.001753622,0.046384711,0,0.785550907,0.124676289,0.062
696,江门市,江海区,Guangdong,4.123297556,0.001117787,0.004303321,0,28.46358844,0,0,0,0,0.04729656,0,0
697,揭阳市,大南山侨区,Guangdong,0.997666075,0,0.012409999,0,31.65263134,0,0,0,0,0.01239954,0,0.0365
698,开封,开封一体化示范区,Henan,3.526070455,0,0.104649973,0,49.83330784,0.43297467,0,0,0.565073778,0.247040791,0.092338392,0
699,临沂,沂南区,Shandong,65.94318275,0.456070739,4.239717209,0,1599.217666,17.08,0,0,35.86106502,4.102908603,1.3711,0
700,唐山,路南区,Hebei,3.81,0.076243985,0.130003818,0,29.8956872,0.14000114,0.00159838,0.010283059,0.075812356,0.05999681,0.448006932,0
701,乌兰察布市,化德县,Inner Mongolia,4.741519297,0.332891007,1.039911183,0,27.77683502,30.40827615,0.01585035,0.03539922,1,0.091055112,0.235681691,0.063829603
702,临汾市,翼城县,Shanxi,24.55605849,0.227441271,0.294861843,0,94.33989935,7.831759618,0.000175184,0.003388566,0,0.811437373,0.937796971,0.0491
703,乌兰察布市,丰镇市,Inner Mongolia,4.96279922,0.542320988,1.501422153,0,36.86419062,30.52665241,0.09625567,0.214971633,4.8,0.175306106,3.645451872,0.009720244
704,上海,青浦区,Shanghai,6.775,0.101985915,0.015666039,0,35.55742699,0,0,0,0.5529,0.152008845,0.571121127,1.832113168
705,渭南市,合阳县,Shaanxi,8.241220196,1.576564518,0.21225517,0,79.64118564,4.003375878,0.000384344,0.000775358,1.727897711,0.404747741,4.106597237,0.586496956
706,乌兰察布市,商都县,Inner Mongolia,3.112516245,0.359665193,0.525268739,0,36.98653507,32.14657074,0.013483285,0.030112758,5,0.230139295,2.132828652,0.108403866
707,黄山,徽州区,Anhui,5.116603574,0,0.044410072,0,32.14064476,0.074609219,0,0,0.001185756,0.149111538,0,0.0905
708,伊春市,带岭区,Heilongjiang,2.074863431,0.035881018,0.065987844,0,40.90526654,0.40069315,0.025938855,0.000721101,0.237522208,0.129164897,0.211724548,0
709,宝鸡市,千阳县,Shaanxi,1.584086091,1.496301464,1.250111342,0,43.43543803,4.934756582,0.005718531,0.003876886,0.169298592,0.163217694,1.895561775,0.008037066
710,呼伦贝尔,陈巴尔虎旗,Inner Mongolia,0.529071028,1.751282291,6.772355612,0,40.61848019,80.8937251,3.00945311,0.075492079,0,0.264903372,8.409044142,0
711,盐城市,盐城城南新区,Jiangsu,2.498261837,0,0,0,42.35604856,0.074816011,0,0,0,0.184470119,0,0
712,榆林市,米脂县,Shaanxi,2.241092812,0.039326673,0.271398575,0,70.05128774,14.14939366,0,0.047632855,0,0.264972744,0.136396504,0.055970264
713,深圳市,龙岗区,Guangdong,0,0.188080655,0,0,29.02228174,0.023899667,0,0,0,0,0.748174972,0.8717
714,镇江市,镇江新区,Jiangsu,1.633478894,0,0.007024837,0,28.33305654,0.202003229,0,0,0,0.014978974,0,0
715,锡林郭勒盟,多伦县,Inner Mongolia,3.398310867,0.965256266,8.581125853,0,39.34425367,4.874487191,0.108176925,0.070884532,1,0.185521482,3.443346674,0
716,保定,高阳县,Hebei,6.14,0.076243985,0.140004112,0,69.21069278,2.050016693,0.0188,0.071864374,0.98597188,0.439976608,0.6,0.007035696
717,益阳市,益阳高新区,Hunan,3.906605685,0,0.008254364,0,43.46632823,0.312933693,0.009291333,0.01197004,0,0.125571598,0,0
718,黔南州,平塘县,Guizhou,13.0738669,0,0.884576636,0,41.24373111,4.191277588,1.435892278,0,0.96769032,0.03605489,0,0.085756828
719,黄山,黟县,Anhui,5.260436102,0,0.027020586,0,34.09976007,0.04431227,0.040794702,0.000464037,0.001185756,0.063850811,0,0.0698
720,太原市,阳曲县,Shanxi,4.509970639,0.480434989,0.254089165,0,86.79787013,10.91113134,0.004950215,0.046501801,1.08,0.713034218,1.077365298,0.004576778
721,塔城地区,额敏县,Xinjiang,0.951773293,1.243839783,3.527748067,0,51.51256425,48.15683607,0.92898113,0,0,0.20163257,0.801973046,0.072714286
722,乐山市,峨边彝族自治县,Sichuan,8.330496013,0.071865007,0.521124969,0,36.65868451,2.89722339,0.03183083,0.007841767,13.18813575,0.097693715,0.038307045,0.013971756
723,陇南市,成县,Gansu,5.907939262,0.173520767,0.109143591,0,65.07125195,1.009507027,0.013274742,0.058341934,0.399467068,0.149352567,0.006879453,0.010652404
724,秦皇岛,北戴河新区,Hebei,5.966638889,0.040487426,0.027273528,0,43.69976027,0.352860016,0.000695856,0.00809257,0.486796243,0.493923702,0.391119046,0
725,宁波市,镇海区,Zhejiang,0.101739056,0.004296925,0.005426485,0,42.07392683,0.041604478,0,0,2.13815431,0.026654238,0.001599083,0.030565723
726,呼伦贝尔,鄂温克族自治旗,Inner Mongolia,1.978525333,2.031006548,7.85407279,0,42.39354672,56.9812032,3.340511603,0.051206944,0,0.276479903,9.752182042,0
727,朔州市,怀仁县,Shanxi,5.918308937,0.579901313,0.464150656,0,120.5124625,43.69292739,0.00051939,0.074462126,0,0.569910177,1.307028858,0
728,酒泉市,玉门市,Gansu,6.989135932,0.100968019,0.450019092,0,42.3052248,50.96905481,0.033805756,0.148574877,0.401572156,0.046984736,0.252240754,0.017826567
729,海东市,化隆回族自治县,Qinghai,2.393167023,0.24404693,1.242563202,0,30.21732993,31.09958527,0.061342105,0.066666667,0.15,0.029064232,0.320126338,0
730,大同市,天镇县,Shanxi,10.22962021,1.422366665,0.79308729,0,45.729798,12.30160266,0.083064316,1.606703418,0,0.322716161,2.443292405,0
731,临夏州,永靖县,Gansu,10.25826172,0.043791398,0.195695249,0,53.25412114,10.49492217,0.026613899,0.116966969,0.40587481,0.094339037,0.079760296,0.091728935
732,鸡西市,鸡冠区,Heilongjiang,3.212893396,0.019882691,0.143926815,0,42.22037293,0.378500112,0.00594299,0,0,0.125646312,0.230134068,0
733,咸阳市,彬县,Shaanxi,2.353485772,0.04078406,0.378644206,0,53.30741601,3.153684851,0,0,12.78950753,0.372427897,0.133697289,0
734,酒泉市,瓜州县,Gansu,1.47776531,0.044861569,0.955648909,0,39.16222269,27.44169103,0.097585083,0.42888234,0.406561298,0.031192372,0.11207426,0.021807256
735,承德,承德高新区,Hebei,0.82,0,0,0,45.60594067,0.810006596,5.49E-05,0.003648751,0.042771281,0.239987241,0,0
736,成都市,温江区,Sichuan,1.225899413,0,0,0,34.85085322,0,0.001000398,0.000246456,5.169221117,0.154858328,0.002788967,0.0825
737,运城市,平陆县,Shanxi,7.861586293,0.198065127,0.173067299,0,50.48359884,5.233785573,0,0,0,0.312736945,0.270324911,0
738,赤峰,林西县,Inner Mongolia,8.052017754,0.658198883,3.50218855,0,40.66599174,38.75551385,0.492047672,2.787404801,0,0.291790792,1.742120261,0.077
739,桂林市,秀峰区,Guangxi,1.137416332,0,0,0,28.74610325,0,0,0,0,0.002577531,0,0.1082
740,襄阳市,襄阳高新区,Hubei,1.925767233,0,0.089824184,0,34.4198321,0.051850677,0,0,0,0.115795162,0,0
741,定西市,渭源县,Gansu,4.262211894,0.22625956,0.627016307,0,55.90551886,10.18067087,0.05713699,0.251114669,0.416352212,0.102473234,0.086146954,0.007961379
742,鸡西市,滴道区,Heilongjiang,3.016331855,0.003823594,0.431073932,0,43.36253261,1.252613332,0.016691786,0,0,0.22793125,0.036289881,0
743,郴州市,桂东县,Hunan,9.766247294,0.02259338,0.677562927,0,33.95992724,0.984195093,0,0,0,0.043795352,0.034738293,0.031765919
744,雅安市,荥经县,Sichuan,6.502296888,0.344411708,0.510348841,0,57.8827761,1.279162778,0.000100269,2.47E-05,47.36417426,0.106802217,0.023466454,0.0914102
745,潮州市,凤泉湖区,Guangdong,0.242899856,0,0,0,37.82361849,0.005199928,0,0,0.832210396,0,0.005907012,0
746,天水市,武山县,Gansu,14.50645978,0.160922929,0.364511802,0,67.06862577,6.525445425,0.077607879,0.341083366,0.423588321,0.149747465,0.050488757,0.053652773
747,天津,东丽区,Tianjin,3.896534045,0.079653931,0.07161595,0,30.61040237,0.228593509,0.01,0.07,0.69,0.028718926,0.224118302,0
748,黄冈市,龙感湖,Hubei,8.180802372,0.033139543,0,0,29.29918908,0.002354977,0,0,0,0.029803812,0.048392775,2.033277654
749,延安市,宝塔区,Shaanxi,2.979255891,0.025064379,0.38393342,0,75.38867517,1.622813585,0.003221168,0.007686162,0.350426962,0.347870536,0.131688605,0.034065965
750,上海,上海市区,Shanghai,34.43533835,4.034482759,0.619736215,0,34.61977935,7.279079597,0,0,0.5529,0.08655836,24.31793427,0
751,丹东市,元宝区,Liaoning,0.927111234,0.006781645,0.038695149,0,42.95772657,0.052340401,0.001424401,0.003193867,0,0.076239721,0.031704993,0
752,丽水市,景宁畲族自治县,Zhejiang,2.301240558,0,0.069342686,0,40.15390749,0.631757091,0,0,5.501274156,0.050489334,0,0
753,巴音郭楞蒙古   自治州,和静县,Xinjiang,4.637218911,2.293851766,5.296873807,0,56.70581197,114.4226241,4.303873432,0.005067084,0.015584475,0.187874889,0.431865756,0.098955556
754,昌吉回族自治州,木垒哈萨克自治县,Xinjiang,4.503773762,0.712358322,2.830884779,0,33.02607848,58.38385613,0.606670684,0.043737785,0,0.044024579,0.944671692,0.308714286
755,定西市,漳县,Gansu,2.139605572,0.042310796,0.131709345,0,44.79024262,4.432330855,0.058649074,0.257760216,0.429958689,0.04804965,0.016109579,0.015749685
756,新乡,新乡开发区,Henan,0.79500056,0.018529814,0.024352958,0,58.88942698,0.410693743,0,0.010383582,0,0.108393693,0.017972517,0
757,凉山彝族自治州,布拖县,Sichuan,15.70441137,0.391434934,1.71539818,0,47.21112777,27.14542437,1.720683715,0.423903538,2.792747899,0.042645078,0.21139773,0.101218842
758,巴彦淖尔市,五原县,Inner Mongolia,16.96925819,0.491674981,0.799218604,0,37.45885546,142.4544605,0.066635589,0.214680601,0,0.155007221,2.877203903,0.42
759,昭通市,绥江县,Yunnan,7.156219078,0.009659941,0.214748938,0,42.72945713,1.290216929,0.074918961,0.19572277,0.146497652,0.049678926,0,0.611117216
760,张家口,尚义县,Hebei,8.18,0.363922114,2.85,0,41.10901405,7.600061885,0.016524111,0.243991361,0.062035084,0.209992921,0.02,0.0154
761,长沙市,岳麓区,Hunan,3.411509497,0,0.024763093,0,56.20087066,0.683756591,0,0,0.030079338,0.129992471,0,0.533471963
762,长治市,潞城市,Shanxi,7.985910026,0.090274037,0.094074566,0,65.4350629,2.47127467,0.021881386,0.241607185,9.76,0.457689379,0.165681231,0.015
763,乌鲁木齐市,乌鲁木齐县,Xinjiang,0.013860776,1.927362812,1.724243061,0,55.40087582,29.26427021,1.249994544,0.031391201,0.202598181,0.154498937,2.089832868,0.0931125
764,金华市,永康市,Zhejiang,1.511551693,8.26E-05,0.029536566,0,42.69382975,0.153244279,0,0,0.041474306,0.078188066,0.00030914,1.483582545
765,呼伦贝尔,新巴尔虎左旗,Inner Mongolia,0.081530706,2.913195801,11.26557268,0,46.80022687,62.26954041,2.829130084,0.021926008,0,0.305219147,13.98814583,0
766,唐山,路北区,Hebei,2.47,0.038121993,0.08000235,0,34.74956933,0.740006026,0.00079919,0.00514153,0.121409567,0.049997342,0.352686308,0
767,怒江州,兰坪白族普米族自治县,Yunnan,9.137181297,0.102657585,0.768986426,0,54.87367468,17.36734587,0.015577289,0.040695039,0.030460062,0.024695406,0.006461971,0
768,黔南州,贵定县,Guizhou,9.488444306,0,0.795229499,0,44.14232104,0.93365469,0.314438195,0,0.279043276,0.053469752,0.002895965,0.14105796
769,宿迁市,洋河新区,Jiangsu,2.603957531,0.040318922,0.101848902,0,47.79806323,0.351635251,0.002467007,0.021843291,0,0.279066395,0.11724999,0
770,渭南市,韩城市,Shaanxi,6.214557826,0.025933424,0.311636768,0,79.30897588,4.673995856,0.002434178,0.004135245,1.285877366,0.30770491,0.08557086,0.22565749
771,迪庆州,香格里拉市,Yunnan,8.71345853,0.161545178,1.239871226,0,68.37485042,5.545734203,0.017279811,0.045142812,0.0337892,0.022431661,1.008747692,0.114074074
772,大同市,南郊区,Shanxi,5.163063382,1.429820291,0.444655795,0,117.7077118,5.225393893,0.000821121,0.015882853,0,1.434353169,5.833733831,0
773,湘西市,古丈县,Hunan,5.135712662,0,0.321920205,0,45.4107482,2.272154103,0,0,0,0.052413207,0,0.210827963
774,昭通市,大关县,Yunnan,19.39400311,0.05542237,0.554353256,0,51.74606399,4.967452282,0.074918961,0.19572277,0.146497652,0.040006558,0,0.360659341
775,天水市,清水县,Gansu,12.02286939,0.546637031,0.804070151,0,92.84079004,3.415323775,0.124922591,0.549029539,0.456654874,0.253109501,0.171504611,0.015576612
776,宝鸡市,麟游县,Shaanxi,1.049695603,0.021375735,2.567844772,0,49.60360814,7.891386773,0.005718531,0.003876886,0.203539024,0.023003836,0.000896269,0.001747188
777,咸阳市,永寿县,Shaanxi,4.248815166,0.018570062,0.794674637,0,62.72076606,11.51499289,0,0,2.411136666,0.233569184,0.060875914,0.008811607
778,漳州市,东山县,Fujian,6.407650683,0,0.045543343,0,42.9226124,0.439648017,0,0,0.541231375,0.031557591,0,38.79176329
779,张家口,康保县,Hebei,13.36,1.771087622,4.58,0,54.3129064,19.89016196,0.003142622,0.102775136,0.062035084,0.249991573,6.11,0.0085
780,上海,浦东新区,Shanghai,14.89141604,0.027464789,0.004218862,0,72.42584635,0,0,0,0.5529,0.618273997,0.153802817,1.56689087
781,迪庆州,维西傈僳族自治县,Yunnan,9.103545458,0.09007063,0.908660061,0,60.85139938,8.752199417,0.017279811,0.045142812,0.0337892,0.020744141,0.061218673,0.165925926
782,金昌市,永昌县,Gansu,4.232513205,0.159401255,6.344287764,0,84.44669537,67.55287025,0.059394713,0.261037267,0.46332229,0.213284167,1.194320005,0.037730015
783,淮南,八公山区,Anhui,0.549711512,0,0.037186747,0,43.56521301,0.122022752,0.000149007,0,0,0.166228541,0,0.0904
784,齐齐哈尔市,碾子山区,Heilongjiang,3.352345139,0.557152327,0.561791408,0,51.05916362,1.698758075,0.027012548,0.02079988,0,0.14600152,2.013423259,0.185860949
785,凉山彝族自治州,普格县,Sichuan,12.78303406,0.217325327,0.952391924,0,51.43892755,18.77995462,1.720683715,0.423903538,2.129981605,0.046463984,0.117368372,0.109397385
786,铜仁市,玉屏侗族自治县,Guizhou,10.57674332,0,0.883778725,0,54.5714328,1.113734141,0,0,0,0.03834447,0,0.159543821
787,保定,阜平县,Hebei,5.04,0.502517175,0.590017328,0,49.21754363,8.330067829,0.0001,0.146523474,3.092598138,0.249986709,0.43,1.352495287
788,咸阳市,武功县,Shaanxi,17.04458772,2.197468975,0.689036816,0,108.9356625,2.136704729,0,0,6.027841666,1.127862609,7.203688051,0.125124822
789,南京,栖霞区,Jiangsu,0.132911358,0.019303502,0.001374342,0,37.43723601,0.025219416,0,0,0.081767688,0.072053497,0.241545043,0.495787826
790,衡阳市,南岳区,Hunan,6.093910104,0,0.066034914,0,46.75152175,0.227918864,0,0,0.18047603,0.068651451,0,0.052213495
791,咸阳市,旬邑县,Shaanxi,18.08296403,0.056095601,0.829887244,0,73.91231825,7.17850242,0,0.050920824,13.52333174,0.427904743,0.183891203,0.008194795
792,益阳市,大通湖区,Hunan,8.50631883,0,0.074289278,0,66.14915119,0.789326297,0.009291333,0.01197004,0,0.103185051,0,3.160171399
793,齐齐哈尔市,龙沙区,Heilongjiang,1.377592162,0.041513311,0.045116917,0,46.87796298,0.203656813,0,0,0.155352733,0.148224894,0.150053747,0.185860949
794,安康市,镇坪县,Shaanxi,11.46784133,0,0.076402801,0,58.11707596,1.919214269,3.45E-05,1.07E-05,0.19670524,0.041981432,0,0.547754051
